mention_type,mention_name,citation,place_id,place_name,lat,lon,feature_type
demonym,Paphian,13.432,348326SAPa,Paphia Aphrodite sanct. (Cyprus) 123 Kouklia - Παφίας Αφροδίτης,34.707,32.574,sanctuary/temple
place,Lapethos,13.432,353332PLap,Lapethos (Cyprus) 19 Lambousa - Λάπηθος,35.357,33.198,polity
place,Tamasos,13.432,350332PTam,Tamassos (Cyprus) 13 SE Politiko - Ταμασσός,35.028422,33.2421855,polity
place,Soloi,13.432,351328PSol,Soloi (Cyprus) 28 Karavostasi/Yedidalga - Σόλοι,35.1398,32.811959,polity
place,Lapethos,13.432,353332PLap,Lapethos (Cyprus) 19 Lambousa - Λάπηθος,35.357,33.198,polity
place,Cinyreia,13.432,353333PKer,Keryneia (Cyprus) 14 Kyrenia - Κερύνεια,35.337334,33.321417,polity
place,Crapaseia,13.432,356344PKar,Karpasia (Cyprus) 21 Rizokarpaso-Ag. Filon - Καρπασία,35.626206,34.369934,polity
place,Paphos,13.432,348324PPap,Paphos (Cyprus) 35 Kato Paphos - Πάφος,34.757,32.407,polity
place,Salamis,13.432,379235PSal,Salamis (Salamis) 266 Ambelaki - Σαλαμίς,37.952,23.5408,polity
place,Salamis,13.432,352339PSal,Salamis/Konstantia (Cyprus) 108 Ammokhostos - Σαλαμίς,35.1799505,33.9030525,polity
ethnic,Lydians,13.464,385280RLyd,Lydia region (Asia Minor) 841 Manisa - Λυδία,38.5,28.0,region/people
demonym,Pactolian,13.464,385281WPac,Pactolus R. (Lydia) 76 Sart Çayı - Πακτωλός,38.4804,28.0628,river
place,Sardis,13.464,385280PSar,Sardis (Lydia) 383 Sart - Σάρδις,38.4883,28.0403,polity
place,Hermos,13.464,385281WHer,Hermus R. (Lydia) 64 Gediz - Έρμος,38.5178,28.1113,river
place,Stataloi,13.464,386283USat,Satala (Lydia) 3 Adala - Σάταλα,38.5792,28.2675,polity
demonym,Indian,13.498,300740RInd,India (Asia) 1628 India - Ινδία,30.0,74.0,region/people
demonym,Berecyntian,13.498,355241LBer,Berekynthos Mt. (Crete) 18 Malaxa - Βερέκυνθον,35.466,24.094,mountain
ethnic,Phrygians,13.511,400310RPhr,Phrygia region (Asia Minor) 1177 Central Turkey - Φρυγία,40.0,31.0,region/people
ethnic,Lydians,13.511,385280RLyd,Lydia region (Asia Minor) 841 Manisa - Λυδία,38.5,28.0,region/people
demonym,Aonian,13.511,384233RBoi,Boiotia region (Boeotia) 1673 Viotia - Βοιωτία,38.35,23.25,region/people
place,Maiandros,13.511,378274UMai,Maiandros (Ionia) 15 Söke? - Μαίανδρος,37.7519,27.4103,polity
place,Sangarios,13.511,411306WSan,Sangarius R. (Asia Minor) 72 Karasu - Σαγγάριος,41.109,30.645,river
place,Dirce,13.511,383233WDir,Dirke (Boeotia) 87 Thiva - Δίρκη,38.3183,23.3143,spring
place,Sangarios,13.511,411306WSan,Sangarius R. (Asia Minor) 72 Karasu - Σαγγάριος,41.109,30.645,river
place,Sipylos,13.511,386275LSip,Sipylos Mt. (Lydia) 82 Spil Dagi - Σίπυλος,38.567,27.456,mountain
place,Aonia,13.53,384233RBoi,Boiotia region (Boeotia) 1673 Viotia - Βοιωτία,38.35,23.25,region/people
place,Thebes,13.53,383233PThe,Thebes (Boeotia) 2611 Thiva - Θήβαι,38.3191,23.3178,polity
place,Onchestos,13.53,384232UOnc,Onchestos (Boeotia) 51 Kazarma - Ογχηστός,38.3622,23.1453,sanctuary/temple
place,Peteon,13.53,384234UPet,Peteon (Boeotia) 11 Platanaki - Πετεών,38.444,23.4121,polity
place,Ocalae,13.53,384230UOka,Evangelistrias tower Okaleia? (Boeotia) 14 Evangelistria - Ωκαλέα,38.34662,23.04426,tower
place,Erythrai,13.53,382234PEry,Erythrai (Boeotia) 34 Daphni - Ερυθραί,38.2358,23.4032,polity
place,Arne,13.53,385229UArn,Arne (Boeotia) 44 Magoula Balomenou - Άρνη,38.5112,22.8616,polity
place,Mideia,13.53,384229PLeb,Lebadeia (Boeotia) 94 Levadeia - Λεβάδεια,38.4354,22.875,polity
place,Eilesion,13.53,383235UEil,Eilesion (Boeotia) 9 Asopia/Khlembotsari - Ειλέσιον,38.3022,23.5037,polity
place,Scolon,13.53,383234PSko,Skolos (Boeotia) 24 Neokhoraki - Σκώλος,38.269,23.387,polity
place,Thisbe,13.53,383230PThi,Thisbai (Boeotia) 48 Thisbi - Θίσβαι,38.2564,22.972,polity
place,Eleon,13.53,384235UHel,Heleon (Boeotia) 28 Arma - Ελεών,38.355,23.481,polity
place,Copai,13.53,385232PKop,Kopai (Boeotia) 35 Kastro - Κώπαι,38.494,23.161,polity
place,lake,13.53,384231WCop,Copais lake (Boeotia) 56 Kopais - Κώπαι,38.4471,23.0687,lake
place,Medeon,13.53,384232UMed,Medeon Kopais (Boeotia) 8 Davlosis - Μεδεών,38.3866,23.167,polity
